|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary
2823|1988|Vada Pinson|7th|67|15.7%|95|36|18|54.2|39.9|47.1|58.1|2469|9645|1365|2757|256|1169|305|574|.286|.327|.442|.769|111||||||||| |||||*8*97H/3D
2824|1988|Joe Torre HOF|6th|60|14.1%|96|40|18|57.5|37.2|47.4|53.8|2209|7874|996|2342|252|1185|23|779|.297|.365|.452|.817|129||||||||| |||||*2*3*5H/7
2825|1988|Sparky Lyle|1st|56|13.1%|65|18|16|23.2|19.1|21.2|32.5|419|78|8|15|0|4|1|5|.192|.241|.218|.459|31|99|76|2.88|128|1.275|899|0|238|1390.1|1292|84|481|873|*1
2826|1988|X-Elston Howard|15th|53|12.4%|83|22|15|27.0|26.5|26.8|44.2|1625|5443|635|1491|168|775|10|376|.274|.321|.427|.748|107||||||||| |||||*27H39
2827|1988|Dick Allen|5th|52|12.2%|99|39|15|58.7|45.9|52.3|55.7|1749|6332|1099|1848|351|1119|133|894|.292|.378|.534|.912|156||||||||| |||||*3*57H/4D68
2828|1988|Curt Flood|7th|48|11.2%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
2829|1988|Thurman Munson|8th|32|7.5%|90|29|11|46.1|37.0|41.6|44.2|1423|5344|696|1558|113|701|48|438|.292|.346|.410|.756|116||||||||| |||||*2DH/9375
2830|1988|X-Don Larsen|15th|31|7.3%|26|6|14|18.4|16.4|17.4|32.5|480|596|65|144|14|72|0|43|.242|.291|.371|.662|81|81|91|3.78|99|1.400|412|171|23|1548.0|1442|130|725|849|*1H/7
2831|1988|Wilbur Wood|5th|30|7.0%|63|21|17|50.0|45.7|47.9|61.4|460|322|11|27|0|13|1|20|.084|.140|.090|.230|-33|164|156|3.24|114|1.232|651|297|57|2684.0|2582|209|724|1411|*1
2832|1988|Bobby Bonds|2nd|27|6.3%|66|36|14|57.8|41.1|49.5|56.7|1849|7043|1258|1886|332|1024|461|914|.268|.353|.471|.824|129||||||||| |||||*98D7H
2833|1988|Manny Mota|1st|18|4.2%|24|18|20|17.4|14.4|15.9|53.4|1536|3779|496|1149|31|438|50|289|.304|.355|.389|.744|112||||||||| |||||*7*H89/542
2834|1988|X-Mark Belanger|1st|16|3.7%|59|16|18|41.0|32.0|36.5|55.4|2016|5784|676|1316|20|389|167|576|.228|.300|.280|.580|68||||||||| |||||*6H/45
2835|1988|X-Reggie Smith|1st|3|0.7%|65|35|17|64.5|38.6|51.6|56.7|1987|7033|1123|2020|314|1092|137|890|.287|.366|.489|.855|137||||||||| |||||*9*83H/5D47
2836|1988|X-Lee May|1st|3|0.7%|35|21|18|27.3|21.8|24.5|53.8|2071|7609|959|2031|354|1244|39|487|.267|.313|.459|.772|116||||||||| |||||*3*DH79
2837|1988|X-Bill Lee|1st|3|0.7%|17|13|14|22.0|21.4|21.7|61.4|225|197|12|41|2|10|0|1|.208|.212|.264|.476|31|119|90|3.62|108|1.364|416|225|19|1944.1|2122|176|531|713|*1/HD
2838|1988|X-Al Hrabosky|1st|1|0.2%|6|23|13|10.3|10.6|10.5|32.5|430|56|4|8|0|6|0|4|.143|.213|.179|.392|9|64|35|3.10|122|1.294|545|1|97|722.0|619|50|315|548|*1/H
2839|1988|X-Willie Montanez|1st|0|0.0%|23|8|14|1.6|5.9|3.8|53.8|1632|5843|645|1604|139|802|32|465|.275|.327|.402|.729|102||||||||| |||||*38H9/D7
2840|1988|X-John Milner|1st|0|0.0%|0|13|12|12.5|11.7|12.1|53.4|1215|3436|455|855|131|498|31|504|.249|.344|.413|.757|112||||||||| |||||*3*7H/98
2841|1988|X-Doc Medich|1st|0|0.0%|9|11|11|19.6|18.0|18.8|61.4|33|54|3|5|0|1|0|4|.093|.155|.093|.248|-28|124|105|3.78|99|1.332|312|287|2|1996.2|2036|151|624|955|*1/HD
2842|1988|X-Lynn McGlothen|1st|0|0.0%|8|3|11|14.3|16.7|15.5|61.4|299|456|30|79|0|25|0|11|.173|.191|.211|.402|11|86|93|3.98|94|1.419|318|201|2|1497.2|1553|127|572|939|*1/H
2843|1988|X-John Mayberry|1st|0|0.0%|20|16|15|25.0|23.4|24.2|53.8|1620|5447|733|1379|255|879|20|881|.253|.360|.439|.799|123||||||||| |||||*3DH
2844|1988|X-Joe Rudi|1st|0|0.0%|29|12|16|25.5|23.6|24.6|53.4|1547|5556|684|1468|179|810|25|369|.264|.311|.427|.738|112||||||||| |||||*73HD9/85
2845|1988|X-Randy Jones|1st|0|0.0%|31|10|10|17.7|20.1|18.9|61.4|319|599|37|79|0|20|1|22|.132|.162|.145|.307|-11|100|123|3.42|101|1.251|305|285|2|1933.0|1915|129|503|735|*1/H
2846|1988|X-Jim Spencer|1st|0|0.0%|5|5|15|2.7|6.2|4.5|53.8|1553|4908|541|1227|146|599|11|407|.250|.307|.387|.694|98||||||||| |||||*3DH/7
2847|1988|X-Grant Jackson|1st|0|0.0%|13|11|18|14.1|12.8|13.4|32.5|530|236|20|32|2|17|0|7|.136|.164|.178|.342|-4|86|75|3.46|105|1.312|692|83|79|1358.2|1272|109|511|889|*1/H
2848|1988|X-Larry Hisle|1st|0|0.0%|22|18|14|25.0|24.6|24.8|53.4|1197|4205|652|1146|166|674|128|462|.273|.347|.452|.799|123||||||||| |||||*8*7D9H
2849|1988|X-Del Unser|1st|0|0.0%|1|8|15|16.7|17.2|17.0|58.1|1799|5215|617|1344|87|481|64|481|.258|.319|.358|.677|94||||||||| |||||*8*H937
2850|1988|X-Ross Grimsley|1st|0|0.0%|24|15|11|5.1|10.0|7.6|61.4|174|353|21|45|0|15|0|6|.127|.144|.139|.283|-19|124|99|3.81|92|1.306|345|295|3|2039.1|2105|202|559|750|*1/H
2851|1988|X-Rick Wise|1st|0|0.0%|35|22|18|36.3|28.2|32.2|61.4|341|668|60|130|15|66|0|27|.195|.228|.308|.537|51|188|181|3.69|101|1.289|506|455|0|3127.1|3227|261|804|1647|*1/H
2852|1988|X-Stan Bahnsen|1st|0|0.0%|14|13|16|22.7|22.4|22.6|61.4|414|479|22|56|1|19|0|19|.117|.152|.148|.300|-13|146|149|3.60|97|1.330|574|327|20|2529.0|2440|223|924|1359|*1/H
2853|1989|Johnny Bench|1st|431|96.4%|214|45|17|75.1|47.2|61.2|44.2|2158|7658|1091|2048|389|1376|68|891|.267|.342|.476|.817|126||||||||| |||||*253H79/8
2854|1989|Carl Yastrzemski|1st|423|94.6%|215|60|23|96.5|55.5|76.0|53.4|3308|11988|1816|3419|452|1844|168|1845|.285|.379|.462|.841|130||||||||| |||||*7*3*D8H5/9
2855|1989|Gaylord Perry HOF|1st|304|68.0%|177|57|22|90.0|52.3|71.2|61.4|512|1076|48|141|6|47|0|22|.131|.153|.164|.316|-10|314|265|3.11|117|1.181|777|690|10|5350.0|4938|399|1379|3534|*1/H
2856|1989|Jim Bunning HOF|13th|283|63.3%|98|42|17|59.5|48.9|54.2|61.4|601|1275|82|213|7|75|0|34|.167|.188|.206|.395|9|224|184|3.27|115|1.179|591|519|16|3760.1|3433|372|1000|2855|*1/H
2857|1989|Fergie Jenkins HOF|1st|234|52.3%|132|53|19|84.1|51.4|67.8|61.4|413|896|54|148|13|85|0|41|.165|.200|.252|.452|23|284|226|3.34|115|1.142|664|594|7|4500.2|4142|484|997|3192|*1/H
2858|1989|Orlando Cepeda HOF|10th|176|39.4%|126|37|17|50.1|34.4|42.3|53.8|2124|7927|1131|2351|379|1365|142|588|.297|.350|.499|.849|133||||||||| |||||*37DH/95
2859|1989|Tony Oliva HOF|8th|135|30.2%|114|29|15|43.0|38.6|40.8|56.7|1676|6301|870|1917|220|947|86|448|.304|.353|.476|.830|131||||||||| |||||*9*DH8/7
2860|1989|Bill Mazeroski HOF|12th|134|30.0%|71|16|17|36.5|26.0|31.3|57.1|2163|7755|769|2016|138|853|27|447|.260|.299|.367|.667|84||||||||| |||||*4H/5
2861|1989|Harvey Kuenn|13th|115|25.7%|100|27|15|26.0|22.1|24.0|55.4|1833|6913|950|2092|87|671|68|594|.303|.357|.408|.765|108||||||||| |||||*6*7*98H53
2862|1989|Maury Wills|12th|95|21.3%|104|29|14|39.6|29.6|34.6|55.4|1942|7588|1067|2134|20|458|586|552|.281|.330|.331|.661|88||||||||| |||||*6*5H/4
2863|1989|Jim Kaat HOF|1st|87|19.5%|130|44|25|50.5|38.1|44.3|61.4|840|1251|117|232|16|106|5|63|.185|.227|.267|.494|37|283|237|3.45|108|1.259|898|625|17|4530.1|4620|395|1083|2461|*1H/D
2864|1989|Ron Santo HOF|6th|75|16.8%|88|41|15|70.5|53.8|62.1|55.7|2243|8143|1138|2254|342|1331|35|1108|.277|.362|.464|.826|125||||||||| |||||*5D4/H673
2865|1989|Ken Boyer|10th|62|13.9%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
2866|1989|Minnie Minoso HOF|5th|59|13.2%|104|37|20|53.8|39.8|46.8|53.4|1948|7059|1227|2113|195|1089|216|848|.299|.387|.461|.848|130||||||||| |||||*759H8/36D
2867|1989|Luis Tiant|2nd|47|10.5%|97|41|19|66.1|44.1|55.1|61.4|305|513|36|84|5|44|1|13|.164|.185|.224|.409|17|229|172|3.30|114|1.199|573|484|15|3486.1|3075|346|1104|2416|*1
2868|1989|Roy Face|14th|47|10.5%|47|11|16|20.5|17.9|19.2|32.5|853|194|9|31|0|7|0|2|.160|.168|.175|.344|-6|104|95|3.48|109|1.243|848|27|191|1375.0|1347|141|362|877|*1/H
2869|1989|Mickey Lolich|5th|47|10.5%|99|37|16|48.0|37.8|42.9|61.4|477|821|63|90|0|31|1|105|.110|.215|.121|.335|-2|217|191|3.44|104|1.227|586|496|10|3638.1|3366|347|1099|2832|*1/H
2870|1989|Joe Torre HOF|7th|40|8.9%|96|40|18|57.5|37.2|47.4|53.8|2209|7874|996|2342|252|1185|23|779|.297|.365|.452|.817|129||||||||| |||||*2*3*5H/7
2871|1989|Dick Allen|6th|35|7.8%|99|39|15|58.7|45.9|52.3|55.7|1749|6332|1099|1848|351|1119|133|894|.292|.378|.534|.912|156||||||||| |||||*3*57H/4D68
2872|1989|Vada Pinson|8th|33|7.4%|95|36|18|54.2|39.9|47.1|58.1|2469|9645|1365|2757|256|1169|305|574|.286|.327|.442|.769|111||||||||| |||||*8*97H/3D
2873|1989|Thurman Munson|9th|31|6.9%|90|29|11|46.1|37.0|41.6|44.2|1423|5344|696|1558|113|701|48|438|.292|.346|.410|.756|116||||||||| |||||*2DH/9375
2874|1989|Bobby Bonds|3rd|29|6.5%|66|36|14|57.8|41.1|49.5|56.7|1849|7043|1258|1886|332|1024|461|914|.268|.353|.471|.824|129||||||||| |||||*98D7H
2875|1989|Curt Flood|8th|27|6.0%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
2876|1989|Sparky Lyle|2nd|25|5.6%|65|18|16|23.2|19.1|21.2|32.5|419|78|8|15|0|4|1|5|.192|.241|.218|.459|31|99|76|2.88|128|1.275|899|0|238|1390.1|1292|84|481|873|*1
2877|1989|X-Wilbur Wood|6th|14|3.1%|63|21|17|50.0|45.7|47.9|61.4|460|322|11|27|0|13|1|20|.084|.140|.090|.230|-33|164|156|3.24|114|1.232|651|297|57|2684.0|2582|209|724|1411|*1
2878|1989|X-Bert Campaneris|1st|14|3.1%|76|27|19|53.1|36.7|44.9|55.4|2328|8684|1181|2249|79|646|649|618|.259|.311|.342|.653|89|0|0|9.00|56|3.000|1|0|0|1.0|1|0|2|1|*6H574/D83219
2879|1989|X-Manny Mota|2nd|9|2.0%|24|18|20|17.4|14.4|15.9|53.4|1536|3779|496|1149|31|438|50|289|.304|.355|.389|.744|112||||||||| |||||*7*H89/542
2880|1989|X-Bobby Murcer|1st|3|0.7%|29|26|17|32.0|29.8|30.9|58.1|1908|6730|972|1862|252|1043|127|862|.277|.357|.445|.802|124||||||||| |||||*9*8HD756/4
2881|1989|X-Gene Tenace|1st|1|0.2%|7|30|15|46.8|35.0|40.9|44.2|1555|4390|653|1060|201|674|36|984|.241|.388|.429|.817|136||||||||| |||||*2*3H/594D7
2882|1989|X-Don Money|1st|1|0.2%|12|16|16|36.5|27.6|32.1|55.7|1720|6215|798|1623|176|729|80|600|.261|.328|.406|.734|106||||||||| |||||*54D63H7
2883|1989|X-Richie Zisk|1st|0|0.0%|21|20|13|25.0|22.0|23.5|53.4|1453|5144|681|1477|207|792|8|533|.287|.353|.466|.818|127||||||||| |||||*9*D*7H
2884|1989|X-Jon Matlack|1st|0|0.0%|35|19|13|39.4|36.9|38.2|61.4|204|441|32|57|0|23|0|57|.129|.230|.136|.366|7|125|126|3.18|114|1.233|361|318|3|2363.0|2276|161|638|1516|*1/H
2885|1989|X-Bill Robinson|1st|0|0.0%|11|10|16|7.5|10.3|8.9|53.4|1472|4364|536|1127|166|641|71|263|.258|.300|.438|.738|104||||||||| |||||*7*98H35
2886|1989|X-Bake McBride|1st|0|0.0%|17|18|11|22.6|22.4|22.5|56.7|1071|3853|548|1153|63|430|183|248|.299|.345|.420|.765|109||||||||| |||||*9*8H/D7
2887|1989|X-Rudy May|1st|0|0.0%|22|19|16|20.4|17.6|19.0|61.4|243|341|12|42|0|14|0|22|.123|.180|.150|.330|-4|152|156|3.46|102|1.248|535|360|12|2622.0|2314|199|958|1760|*1/H
2888|1989|X-Dave Goltz|1st|0|0.0%|12|8|12|23.1|25.4|24.2|61.4|83|94|1|10|0|7|0|10|.106|.200|.106|.306|-10|113|109|3.69|105|1.348|353|264|8|2039.2|2104|149|646|1105|*1/HD
2889|1989|X-Cesar Geronimo|1st|0|0.0%|20|8|15|13.0|13.4|13.2|58.1|1522|3780|460|977|51|392|82|354|.258|.325|.368|.693|93||||||||| |||||*8H97/D
2890|1989|X-Woodie Fryman|1st|0|0.0%|7|13|18|17.0|17.8|17.4|61.4|564|609|22|84|2|25|1|14|.138|.158|.158|.316|-11|141|155|3.77|96|1.351|625|322|58|2411.1|2367|187|890|1587|*1
2891|1989|X-Joe Ferguson|1st|0|0.0%|5|25|14|21.0|19.6|20.3|44.2|1013|3001|407|719|122|445|22|562|.240|.358|.409|.767|116||||||||| |||||*29H/73
2892|1989|X-Terry Crowley|1st|0|0.0%|0|7|15|2.4|3.5|2.9|56.7|865|1518|174|379|42|229|3|222|.250|.345|.375|.720|104||||||||| |||||*HD93/7
2893|1989|X-Jim Barr|1st|0|0.0%|5|10|12|30.7|29.0|29.8|61.4|421|513|28|83|1|31|2|15|.162|.191|.205|.396|10|101|112|3.56|105|1.278|454|252|12|2065.1|2170|161|469|741|*1/H
2894|1990|Jim Palmer|1st|411|92.6%|193|56|19|68.5|47.4|58.0|61.4|222|489|52|85|3|41|1|16|.174|.200|.215|.414|18|268|152|2.86|125|1.180|558|521|4|3948.0|3349|303|1311|2212|*1/HD
2895|1990|Joe Morgan|1st|363|81.8%|172|56|22|100.4|59.3|79.9|57.1|2649|9277|1650|2517|268|1133|689|1865|.271|.392|.427|.819|132||||||||| |||||*4H/7D58
2896|1990|Gaylord Perry HOF|2nd|320|72.1%|177|57|22|90.0|52.3|71.2|61.4|512|1076|48|141|6|47|0|22|.131|.153|.164|.316|-10|314|265|3.11|117|1.181|777|690|10|5350.0|4938|399|1379|3534|*1/H
2897|1990|Fergie Jenkins HOF|2nd|296|66.7%|132|53|19|84.1|51.4|67.8|61.4|413|896|54|148|13|85|0|41|.165|.200|.252|.452|23|284|226|3.34|115|1.142|664|594|7|4500.2|4142|484|997|3192|*1/H
2898|1990|Jim Bunning HOF|14th|257|57.9%|98|42|17|59.5|48.9|54.2|61.4|601|1275|82|213|7|75|0|34|.167|.188|.206|.395|9|224|184|3.27|115|1.179|591|519|16|3760.1|3433|372|1000|2855|*1/H
2899|1990|Orlando Cepeda HOF|11th|211|47.5%|126|37|17|50.1|34.4|42.3|53.8|2124|7927|1131|2351|379|1365|142|588|.297|.350|.499|.849|133||||||||| |||||*37DH/95
2900|1990|Tony Oliva HOF|9th|142|32.0%|114|29|15|43.0|38.6|40.8|56.7|1676|6301|870|1917|220|947|86|448|.304|.353|.476|.830|131||||||||| |||||*9*DH8/7
2901|1990|Bill Mazeroski HOF|13th|131|29.5%|71|16|17|36.5|26.0|31.3|57.1|2163|7755|769|2016|138|853|27|447|.260|.299|.367|.667|84||||||||| |||||*4H/5
2902|1990|Harvey Kuenn|14th|107|24.1%|100|27|15|26.0|22.1|24.0|55.4|1833|6913|950|2092|87|671|68|594|.303|.357|.408|.765|108||||||||| |||||*6*7*98H53
2903|1990|Ron Santo HOF|7th|96|21.6%|88|41|15|70.5|53.8|62.1|55.7|2243|8143|1138|2254|342|1331|35|1108|.277|.362|.464|.826|125||||||||| |||||*5D4/H673
2904|1990|Maury Wills|13th|95|21.4%|104|29|14|39.6|29.6|34.6|55.4|1942|7588|1067|2134|20|458|586|552|.281|.330|.331|.661|88||||||||| |||||*6*5H/4
2905|1990|Jim Kaat HOF|2nd|79|17.8%|130|44|25|50.5|38.1|44.3|61.4|840|1251|117|232|16|106|5|63|.185|.227|.267|.494|37|283|237|3.45|108|1.259|898|625|17|4530.1|4620|395|1083|2461|*1H/D
2906|1990|Ken Boyer|11th|78|17.6%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
2907|1990|Dick Allen|7th|58|13.1%|99|39|15|58.7|45.9|52.3|55.7|1749|6332|1099|1848|351|1119|133|894|.292|.378|.534|.912|156||||||||| |||||*3*57H/4D68
2908|1990|Joe Torre HOF|8th|55|12.4%|96|40|18|57.5|37.2|47.4|53.8|2209|7874|996|2342|252|1185|23|779|.297|.365|.452|.817|129||||||||| |||||*2*3*5H/7
2909|1990|Minnie Minoso HOF|6th|51|11.5%|104|37|20|53.8|39.8|46.8|53.4|1948|7059|1227|2113|195|1089|216|848|.299|.387|.461|.848|130||||||||| |||||*759H8/36D
2910|1990|X-Roy Face|15th|50|11.3%|47|11|16|20.5|17.9|19.2|32.5|853|194|9|31|0|7|0|2|.160|.168|.175|.344|-6|104|95|3.48|109|1.243|848|27|191|1375.0|1347|141|362|877|*1/H
2911|1990|Luis Tiant|3rd|42|9.5%|97|41|19|66.1|44.1|55.1|61.4|305|513|36|84|5|44|1|13|.164|.185|.224|.409|17|229|172|3.30|114|1.199|573|484|15|3486.1|3075|346|1104|2416|*1
2912|1990|Vada Pinson|9th|36|8.1%|95|36|18|54.2|39.9|47.1|58.1|2469|9645|1365|2757|256|1169|305|574|.286|.327|.442|.769|111||||||||| |||||*8*97H/3D
2913|1990|Curt Flood|9th|35|7.9%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
2914|1990|Thurman Munson|10th|33|7.4%|90|29|11|46.1|37.0|41.6|44.2|1423|5344|696|1558|113|701|48|438|.292|.346|.410|.756|116||||||||| |||||*2DH/9375
2915|1990|Bobby Bonds|4th|30|6.8%|66|36|14|57.8|41.1|49.5|56.7|1849|7043|1258|1886|332|1024|461|914|.268|.353|.471|.824|129||||||||| |||||*98D7H
2916|1990|Mickey Lolich|6th|27|6.1%|99|37|16|48.0|37.8|42.9|61.4|477|821|63|90|0|31|1|105|.110|.215|.121|.335|-2|217|191|3.44|104|1.227|586|496|10|3638.1|3366|347|1099|2832|*1/H
2917|1990|Sparky Lyle|3rd|25|5.6%|65|18|16|23.2|19.1|21.2|32.5|419|78|8|15|0|4|1|5|.192|.241|.218|.459|31|99|76|2.88|128|1.275|899|0|238|1390.1|1292|84|481|873|*1
2918|1990|X-Tug McGraw|1st|6|1.4%|35|12|19|21.8|20.0|20.9|32.5|826|214|14|39|1|18|0|10|.182|.221|.229|.450|26|96|92|3.14|117|1.254|824|39|180|1514.2|1318|108|582|1109|*1/H
2919|1990|X-Bucky Dent|1st|3|0.7%|23|14|12|17.5|17.2|17.4|55.4|1392|4512|451|1114|40|423|17|328|.247|.297|.321|.618|74||||||||| |||||*6/H45D
2920|1990|X-Bob Watson|1st|3|0.7%|28|24|19|28.2|24.4|26.3|53.8|1832|6185|802|1826|184|989|27|653|.295|.364|.447|.811|129||||||||| |||||*3*7HD/29
2921|1990|X-Rick Monday|1st|2|0.5%|15|21|19|33.1|22.9|28.0|58.1|1986|6136|950|1619|241|775|98|924|.264|.361|.443|.804|125||||||||| |||||*8H973
2922|1990|X-Lou Piniella|1st|2|0.5%|21|14|18|12.4|16.2|14.3|53.4|1747|5867|651|1705|102|766|32|368|.291|.333|.409|.741|109||||||||| |||||*79HD/83
2923|1990|X-Mickey Rivers|1st|2|0.5%|35|16|15|32.7|27.7|30.2|58.1|1468|5629|785|1660|61|499|267|266|.295|.327|.397|.724|106||||||||| |||||*8HD79
2924|1990|X-Mike Torrez|1st|1|0.2%|37|18|18|22.9|20.7|21.8|61.4|229|412|24|64|0|15|1|10|.155|.179|.180|.359|0|185|160|3.96|98|1.450|494|458|0|3043.2|3043|223|1371|1404|*1/H
2925|1990|X-Greg Luzinski|1st|1|0.2%|53|26|15|26.2|22.4|24.3|53.4|1821|6505|880|1795|307|1128|37|845|.276|.363|.478|.840|130||||||||| |||||*7*DH3/9
2926|1990|X-Jim Bibby|1st|1|0.2%|21|9|12|19.4|19.8|19.6|61.4|159|209|15|31|5|17|0|13|.148|.208|.249|.457|25|111|101|3.76|99|1.328|340|239|8|1722.2|1565|131|723|1079|*1/DH
2927|1990|X-Jerry Remy|1st|1|0.2%|3|17|10|14.6|13.5|14.0|57.1|1154|4455|605|1226|7|329|208|356|.275|.327|.328|.656|82||||||||| |||||*4H/D596
2928|1990|X-Tony Scott|1st|0|0.0%|0|2|11|4.3|6.3|5.3|58.1|991|2803|331|699|17|253|125|186|.249|.297|.327|.625|74||||||||| |||||*8H79
2929|1990|X-Ken Singleton|1st|0|0.0%|39|30|15|41.8|33.8|37.8|56.7|2082|7189|985|2029|246|1065|21|1263|.282|.388|.436|.824|132||||||||| |||||*9*D7H/8
2930|1990|X-Paul Splittorff|1st|0|0.0%|24|16|15|22.9|18.8|20.9|61.4|64|121|12|22|0|4|0|7|.182|.233|.207|.439|30|166|143|3.81|101|1.340|429|392|1|2554.2|2644|192|780|1057|*1/H
2931|1990|X-John Stearns|1st|0|0.0%|12|6|11|19.7|19.4|19.6|44.2|810|2681|334|696|46|312|91|323|.260|.341|.375|.717|102||||||||| |||||*2H3/57
2932|1990|X-Champ Summers|1st|0|0.0%|0|10|11|3.0|4.3|3.7|56.7|698|1371|199|350|54|218|15|188|.255|.350|.425|.776|112||||||||| |||||*H9D73/52
2933|1990|X-Dick Tidrow|1st|0|0.0%|11|9|13|13.4|14.0|13.7|32.5|315|95|6|9|0|7|0|3|.095|.122|.095|.217|-37|100|94|3.68|102|1.308|620|138|55|1746.2|1705|163|579|975|*1
2934|1990|X-Amos Otis|1st|0|0.0%|42|27|17|42.8|32.5|37.7|58.1|1998|7299|1092|2020|193|1007|341|757|.277|.343|.425|.768|115||||||||| |||||*8H79/D5
2935|1990|X-Mike Caldwell|1st|0|0.0%|28|11|14|18.4|20.7|19.6|61.4|237|216|11|34|0|8|0|4|.157|.172|.190|.362|2|137|130|3.81|99|1.319|475|307|18|2408.2|2581|218|597|939|*1/H
2936|1990|X-Jose Morales|1st|0|0.0%|5|9|12|0.1|1.9|1.0|53.8|733|1305|126|375|26|207|0|89|.287|.332|.408|.741|103||||||||| |||||*HD32/7
2937|1990|X-Roy Howell|1st|0|0.0%|6|10|11|11.0|11.4|11.2|55.7|1112|3791|422|991|80|454|9|318|.261|.321|.389|.710|98||||||||| |||||*5DH/397
2938|1991|Rod Carew|1st|401|90.5%|243|55|19|81.2|49.8|65.5|57.1|2469|9315|1424|3053|92|1015|353|1018|.328|.393|.429|.822|131||||||||| |||||*3*4HD/657
2939|1991|Gaylord Perry|3rd|342|77.2%|177|57|22|90.0|52.3|71.2|61.4|512|1076|48|141|6|47|0|22|.131|.153|.164|.316|-10|314|265|3.11|117|1.181|777|690|10|5350.0|4938|399|1379|3534|*1/H
2940|1991|Fergie Jenkins|3rd|334|75.4%|132|53|19|84.1|51.4|67.8|61.4|413|896|54|148|13|85|0|41|.165|.200|.252|.452|23|284|226|3.34|115|1.142|664|594|7|4500.2|4142|484|997|3192|*1/H
2941|1991|Rollie Fingers HOF|1st|291|65.7%|128|18|17|25.6|18.8|22.2|32.5|497|180|10|31|2|9|0|3|.172|.186|.222|.408|17|114|118|2.90|120|1.156|944|37|341|1701.1|1474|123|492|1299|*1/H
2942|1991|X-Jim Bunning HOF|15th|282|63.7%|98|42|17|59.5|48.9|54.2|61.4|601|1275|82|213|7|75|0|34|.167|.188|.206|.395|9|224|184|3.27|115|1.179|591|519|16|3760.1|3433|372|1000|2855|*1/H
2943|1991|Orlando Cepeda HOF|12th|192|43.3%|126|37|17|50.1|34.4|42.3|53.8|2124|7927|1131|2351|379|1365|142|588|.297|.350|.499|.849|133||||||||| |||||*37DH/95
2944|1991|Tony Oliva HOF|10th|160|36.1%|114|29|15|43.0|38.6|40.8|56.7|1676|6301|870|1917|220|947|86|448|.304|.353|.476|.830|131||||||||| |||||*9*DH8/7
2945|1991|Bill Mazeroski HOF|14th|142|32.1%|71|16|17|36.5|26.0|31.3|57.1|2163|7755|769|2016|138|853|27|447|.260|.299|.367|.667|84||||||||| |||||*4H/5
2946|1991|Ron Santo HOF|8th|116|26.2%|88|41|15|70.5|53.8|62.1|55.7|2243|8143|1138|2254|342|1331|35|1108|.277|.362|.464|.826|125||||||||| |||||*5D4/H673
2947|1991|X-Harvey Kuenn|15th|100|22.6%|100|27|15|26.0|22.1|24.0|55.4|1833|6913|950|2092|87|671|68|594|.303|.357|.408|.765|108||||||||| |||||*6*7*98H53
2948|1991|Jim Kaat HOF|3rd|62|14.0%|130|44|25|50.5|38.1|44.3|61.4|840|1251|117|232|16|106|5|63|.185|.227|.267|.494|37|283|237|3.45|108|1.259|898|625|17|4530.1|4620|395|1083|2461|*1H/D
2949|1991|Maury Wills|14th|61|13.8%|104|29|14|39.6|29.6|34.6|55.4|1942|7588|1067|2134|20|458|586|552|.281|.330|.331|.661|88||||||||| |||||*6*5H/4
2950|1991|Dick Allen|8th|59|13.3%|99|39|15|58.7|45.9|52.3|55.7|1749|6332|1099|1848|351|1119|133|894|.292|.378|.534|.912|156||||||||| |||||*3*57H/4D68
2951|1991|Ken Boyer|12th|58|13.1%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
2952|1991|Joe Torre HOF|9th|41|9.3%|96|40|18|57.5|37.2|47.4|53.8|2209|7874|996|2342|252|1185|23|779|.297|.365|.452|.817|129||||||||| |||||*2*3*5H/7
2953|1991|Bobby Bonds|5th|39|8.8%|66|36|14|57.8|41.1|49.5|56.7|1849|7043|1258|1886|332|1024|461|914|.268|.353|.471|.824|129||||||||| |||||*98D7H
2954|1991|Minnie Minoso HOF|7th|38|8.6%|104|37|20|53.8|39.8|46.8|53.4|1948|7059|1227|2113|195|1089|216|848|.299|.387|.461|.848|130||||||||| |||||*759H8/36D
